,raceId,driverId,finnishPosition,laps,year,round,circuitId,grand_prix,nationality,constructor,number,positionQuali,driver_name,age
8177,967,154,22,0,2016,20,18,7,8,6,8,7,34,31.0
8178,1044,825,8,55,2020,14,5,33,5,6,20,16,16,28.0
8185,1069,4,22,49,2021,17,69,35,18,2,14,14,11,40.0
8269,953,837,6,74,2016,6,6,23,10,7,88,19,32,23.0
8272,970,838,22,17,2017,2,17,10,1,8,2,16,38,25.0
8273,997,1,22,62,2018,9,70,3,3,9,44,2,20,34.0
8276,1031,847,22,49,2020,1,70,3,3,15,63,17,12,22.0
8284,1033,849,10,65,2020,3,11,17,4,15,6,15,24,25.0
8333,1013,842,22,38,2019,4,73,4,8,11,10,20,30,23.0
8344,1047,815,22,8,2020,17,24,1,13,10,11,15,37,31.0
8347,1056,822,22,29,2021,5,6,23,7,9,77,3,39,32.0
8352,979,154,22,20,2017,11,11,17,8,6,8,15,34,31.0
8353,963,821,22,39,2016,16,2,20,13,6,21,13,7,25.0
8375,993,8,22,25,2018,5,4,30,7,4,7,4,17,39.0
8376,1057,839,22,3,2021,6,73,4,8,2,31,12,8,25.0
8379,958,18,22,60,2016,11,11,17,3,8,22,8,14,37.0
8382,1028,9,22,31,2019,19,69,35,16,15,88,20,33,35.0
8384,979,814,22,60,2017,11,11,17,3,15,40,19,29,31.0
8392,993,839,22,38,2018,5,4,30,8,5,31,13,8,22.0
8396,1066,854,22,32,2021,15,71,26,9,6,47,17,23,23.0
8398,961,836,22,26,2016,14,14,18,9,7,94,14,28,22.0
8399,968,18,22,12,2016,21,24,1,3,8,22,12,14,37.0
8401,1016,846,22,8,2019,7,7,9,3,8,4,8,19,20.0
8404,959,13,22,36,2016,12,10,16,2,15,19,10,9,35.0
8405,976,13,22,25,2017,8,73,4,2,15,19,9,9,36.0
8408,968,822,22,6,2016,21,24,1,7,15,77,11,39,27.0
8415,1000,844,22,0,2018,12,11,17,14,13,16,17,4,21.0
8420,968,825,22,5,2016,21,24,1,5,12,20,18,16,24.0
8421,1007,832,22,28,2018,19,32,21,18,12,55,8,3,24.0
8427,1028,20,22,7,2019,19,69,35,9,4,5,2,35,32.0
8440,955,826,22,6,2016,8,73,14,17,14,26,7,6,22.0
8441,955,832,22,31,2016,8,73,14,18,14,55,13,3,22.0
8442,1028,842,7,54,2019,19,69,35,8,14,10,10,30,24.0
8469,969,825,22,46,2017,1,1,2,5,6,20,17,16,24.0
8470,1029,840,10,65,2019,20,18,7,4,10,18,17,18,21.0
8471,1031,826,3,69,2020,1,70,3,17,1,26,13,6,26.0
8472,1065,842,22,3,2021,14,14,18,8,1,10,6,30,26.0
8473,1069,842,22,14,2021,17,69,35,8,1,10,9,30,26.0
8480,1026,807,22,51,2019,17,22,19,9,12,27,15,25,32.0
8481,1026,817,22,51,2019,17,22,19,0,12,3,16,5,30.0
8488,1006,839,22,56,2018,18,69,35,8,5,31,6,8,22.0
8491,1062,20,22,70,2021,11,11,17,9,3,5,10,35,34.0
8500,1002,154,22,53,2018,14,14,18,8,6,8,6,34,32.0
8501,1006,825,22,56,2018,18,69,35,5,6,20,12,16,26.0
8517,962,822,22,35,2016,15,15,29,7,15,77,11,39,27.0
8518,1008,807,22,32,2018,20,18,7,9,12,27,14,25,31.0
8519,1031,817,22,17,2020,1,70,3,0,12,3,10,5,31.0
8520,1032,839,22,25,2020,2,70,31,8,12,31,5,8,24.0
8522,1027,8,22,58,2019,18,32,21,7,0,7,14,17,40.0
8537,969,154,22,13,2017,1,1,2,8,6,8,6,34,31.0
8538,1071,817,22,49,2021,19,18,32,0,8,3,9,5,32.0
8539,1022,832,22,1,2019,13,13,6,18,8,55,17,3,25.0
8540,1020,846,22,25,2019,11,10,16,3,8,4,16,19,20.0
8541,1009,828,22,24,2018,21,24,1,19,13,9,12,21,28.0
8542,963,825,22,17,2016,16,2,20,5,12,20,14,16,24.0
8543,1009,8,22,6,2018,21,24,1,7,4,7,4,17,39.0
8544,1025,20,22,26,2019,16,71,26,9,4,5,3,35,32.0
8547,1000,830,22,5,2018,12,11,17,6,11,33,7,22,21.0
8551,1010,9,8,55,2019,1,1,2,16,15,88,20,33,34.0
8552,1016,9,9,67,2019,7,7,9,16,15,88,20,33,35.0
8553,1018,9,12,68,2019,9,70,3,16,15,88,20,33,35.0
8554,1021,9,10,67,2019,12,11,17,16,15,88,20,33,35.0
8556,993,845,5,63,2018,5,4,30,17,15,35,18,36,23.0
8557,1058,849,8,68,2021,8,70,31,4,15,6,16,24,26.0
8621,977,826,7,68,2017,9,70,3,17,14,26,14,6,23.0
8712,1007,154,7,68,2018,19,32,21,8,6,8,16,34,33.0
8713,1064,854,9,69,2021,13,39,11,9,6,47,19,23,22.0
8714,1056,853,8,75,2021,5,6,23,17,6,9,19,27,22.0
8715,1058,853,9,68,2021,8,70,31,17,6,9,20,27,22.0
8716,1070,853,9,68,2021,18,32,22,17,6,9,19,27,23.0
8725,1051,822,22,48,2021,20,78,25,7,9,77,3,39,32.0
8726,1010,817,22,28,2019,1,1,2,0,12,3,12,5,30.0
8736,1011,817,22,53,2019,2,3,5,0,12,3,11,5,30.0
8746,998,844,22,18,2018,10,9,8,14,13,16,9,4,21.0
8749,956,20,22,26,2016,9,70,3,9,4,5,4,35,29.0
8760,1036,844,22,38,2020,6,4,30,14,4,16,9,4,23.0
8763,1031,830,22,11,2020,1,70,3,6,11,33,3,22,23.0
8764,1031,848,4,67,2020,1,70,3,20,11,23,5,0,24.0
8769,976,830,22,12,2017,8,73,4,6,11,33,5,22,20.0
8778,984,807,22,40,2017,16,22,19,9,12,27,12,25,30.0
8782,1037,847,22,9,2020,7,13,6,3,15,63,15,12,23.0
8793,1005,844,22,38,2018,17,22,19,14,13,16,11,4,21.0
8795,1069,839,22,40,2021,17,69,35,8,2,31,11,8,25.0
8809,948,837,22,17,2016,1,1,2,10,7,88,21,32,23.0
8812,989,828,22,5,2018,1,1,2,19,13,9,17,21,28.0
8831,976,8,5,46,2017,8,73,4,7,4,7,3,17,38.0
8834,1021,154,22,49,2019,12,11,17,8,6,8,9,34,33.0
8835,1043,842,22,8,2020,13,21,13,8,1,10,4,30,25.0
8848,984,20,22,4,2017,16,22,19,9,4,5,3,35,30.0
8864,1041,848,22,23,2020,11,20,12,20,11,23,5,0,25.0
8867,976,815,22,39,2017,8,73,4,13,5,11,6,37,27.0
8880,1043,825,22,47,2020,13,21,13,5,6,20,17,16,28.0
